created_at	conversation_id	response_type	prompt_version	processor_version	stop_reason	tools	preceding_user_message
2026-04-28 02:34:29.247115+00	ece9bba4-2bad-4d6c-9e1f-db386d5a9b15	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ok ya no quiero nada de lo anterior te pedire algo nuevo
2026-04-28 02:34:27.678826+00	ece9bba4-2bad-4d6c-9e1f-db386d5a9b15	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Agua
2026-04-28 02:34:24.975341+00	02f61250-2d1a-433e-8029-8609553bdc3c	product_search	v5.1.0.turn_v2	v2	""	""	agregame un Capuccino chico
2026-04-28 02:34:23.15796+00	02f61250-2d1a-433e-8029-8609553bdc3c	product_search	v5.1.0.turn_v2	v2	""	""	ya no, mejor empezamos de nuevo
2026-04-28 02:34:18.22678+00	02f61250-2d1a-433e-8029-8609553bdc3c	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un GALLETAS AVENA
2026-04-28 02:34:16.375492+00	c40b3a1f-423e-4b85-9276-b51890b0cb65	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Matchata grande
2026-04-28 02:34:14.129035+00	c40b3a1f-423e-4b85-9276-b51890b0cb65	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	olvida eso mejor quiero otra cosa
2026-04-28 02:34:12.393633+00	c40b3a1f-423e-4b85-9276-b51890b0cb65	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	grande
2026-04-28 02:34:10.151412+00	c40b3a1f-423e-4b85-9276-b51890b0cb65	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un KALU GALLETAS
2026-04-28 02:34:07.883667+00	47e4b6d4-1f93-4acc-a6a5-1c8f39cde142	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un La Mesa de Leonor con leche de coco
2026-04-28 02:34:05.480206+00	47e4b6d4-1f93-4acc-a6a5-1c8f39cde142	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ok ya no quiero nada de lo anterior te pedire algo nuevo
2026-04-28 02:34:03.655712+00	47e4b6d4-1f93-4acc-a6a5-1c8f39cde142	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	chico
2026-04-28 02:34:00.880183+00	47e4b6d4-1f93-4acc-a6a5-1c8f39cde142	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Hielo Oso Kenny
2026-04-28 02:33:58.108794+00	bc2e169d-a62d-48c7-92af-d45e019fc2dc	product_search	v5.1.0.turn_v2	v2	""	""	me das un POSTRES NUBIA en las rocas
2026-04-28 02:33:56.052071+00	bc2e169d-a62d-48c7-92af-d45e019fc2dc	product_search	v5.1.0.turn_v2	v2	""	""	ya no, mejor empezamos de nuevo
2026-04-28 02:33:54.502428+00	bc2e169d-a62d-48c7-92af-d45e019fc2dc	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	gde
2026-04-28 02:33:52.739133+00	bc2e169d-a62d-48c7-92af-d45e019fc2dc	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Alicia santiesteban
2026-04-28 02:33:50.463928+00	48fbc85b-393f-401c-bc23-252ac7e14c56	product_search	v5.1.0.turn_v2	v2	""	""	ponme un BOTELLA JARABE TORANI caliente
2026-04-28 02:33:48.414513+00	48fbc85b-393f-401c-bc23-252ac7e14c56	product_search	v5.1.0.turn_v2	v2	""	""	olvida eso mejor quiero otra cosa
2026-04-28 02:33:46.780163+00	48fbc85b-393f-401c-bc23-252ac7e14c56	product_search	v5.1.0.turn_v2	v2	""	""	ch
2026-04-28 02:33:45.14631+00	48fbc85b-393f-401c-bc23-252ac7e14c56	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Matcha Rosa
2026-04-28 02:33:43.426835+00	2a30e3e9-7b7b-4ce0-8673-42fcd8eaeaae	product_search	v5.1.0.turn_v2	v2	""	""	agregame un Agua chico
2026-04-28 02:33:41.273766+00	2a30e3e9-7b7b-4ce0-8673-42fcd8eaeaae	product_search	v5.1.0.turn_v2	v2	""	""	ok ya no quiero nada de lo anterior te pedire algo nuevo
2026-04-28 02:33:39.168544+00	2a30e3e9-7b7b-4ce0-8673-42fcd8eaeaae	product_search	v5.1.0.turn_v2	v2	""	""	grande
2026-04-28 02:33:37.321682+00	2a30e3e9-7b7b-4ce0-8673-42fcd8eaeaae	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Matcha Agua
2026-04-28 02:33:34.657596+00	389d768a-e817-4e06-90ce-edc6b2c6db07	product_search	v5.1.0.turn_v2	v2	""	""	quiero un SHAKEN ESPRESSO grande
2026-04-28 02:33:32.440746+00	389d768a-e817-4e06-90ce-edc6b2c6db07	product_search	v5.1.0.turn_v2	v2	""	""	ya no, mejor empezamos de nuevo
2026-04-28 02:33:31.012779+00	389d768a-e817-4e06-90ce-edc6b2c6db07	product_search	v5.1.0.turn_v2	v2	""	""	chico
2026-04-28 02:33:28.866381+00	389d768a-e817-4e06-90ce-edc6b2c6db07	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Leche vegetal
2026-04-28 02:33:26.866973+00	0d1cf078-e021-43e2-a3ec-c817fbbc45fb	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Espresso con leche de coco
2026-04-28 02:33:24.075023+00	0d1cf078-e021-43e2-a3ec-c817fbbc45fb	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	olvida eso mejor quiero otra cosa
2026-04-28 02:33:22.078877+00	0d1cf078-e021-43e2-a3ec-c817fbbc45fb	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	gde
2026-04-28 02:33:20.202407+00	0d1cf078-e021-43e2-a3ec-c817fbbc45fb	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Onza de leche
2026-04-28 02:33:18.242321+00	c9889f25-36bf-4b45-adb7-66e2d70f7827	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Caramelo Kafe en las rocas
2026-04-28 02:33:15.838851+00	c9889f25-36bf-4b45-adb7-66e2d70f7827	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ok ya no quiero nada de lo anterior te pedire algo nuevo
2026-04-28 02:33:14.115618+00	c9889f25-36bf-4b45-adb7-66e2d70f7827	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ch
2026-04-28 02:33:12.136122+00	c9889f25-36bf-4b45-adb7-66e2d70f7827	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un The coco club
2026-04-28 02:33:09.708534+00	c957f93b-9fde-45ae-8409-fe40c65bd5ed	product_search	v5.1.0.turn_v2	v2	""	""	ponme un GALLETAS KENNY caliente
2026-04-28 02:33:07.405656+00	c957f93b-9fde-45ae-8409-fe40c65bd5ed	product_search	v5.1.0.turn_v2	v2	""	""	ya no, mejor empezamos de nuevo
2026-04-28 02:33:05.719049+00	c957f93b-9fde-45ae-8409-fe40c65bd5ed	product_search	v5.1.0.turn_v2	v2	""	""	grande
2026-04-28 02:33:03.949745+00	c957f93b-9fde-45ae-8409-fe40c65bd5ed	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Matcha Blanco
2026-04-28 02:33:01.951627+00	3b7e2db3-35f7-44c1-8b05-91635dfd42e8	product_search	v5.1.0.turn_v2	v2	""	""	agregame un Galleta Alicia chico
2026-04-28 02:32:59.14837+00	3b7e2db3-35f7-44c1-8b05-91635dfd42e8	product_search	v5.1.0.turn_v2	v2	""	""	olvida eso mejor quiero otra cosa
2026-04-28 02:32:57.005382+00	3b7e2db3-35f7-44c1-8b05-91635dfd42e8	product_search	v5.1.0.turn_v2	v2	""	""	chico
2026-04-28 02:32:54.750382+00	3b7e2db3-35f7-44c1-8b05-91635dfd42e8	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Matcha Vainilla
2026-04-28 02:32:52.458734+00	a2344087-ce5a-4269-b57f-71aea8145ab3	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un 3 quesos grande
2026-04-28 02:32:50.318161+00	a2344087-ce5a-4269-b57f-71aea8145ab3	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ok ya no quiero nada de lo anterior te pedire algo nuevo
2026-04-28 02:32:48.2544+00	a2344087-ce5a-4269-b57f-71aea8145ab3	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	gde
2026-04-28 02:32:46.043141+00	a2344087-ce5a-4269-b57f-71aea8145ab3	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Brownie matcha
2026-04-28 02:32:43.167748+00	1a11ac7f-4941-4fa5-a760-5acb69def893	product_search	v5.1.0.turn_v2	v2	""	""	dame un BOLSA DÁTIL 1 KG con leche de coco
2026-04-28 02:32:40.66475+00	1a11ac7f-4941-4fa5-a760-5acb69def893	product_search	v5.1.0.turn_v2	v2	""	""	ya no, mejor empezamos de nuevo
2026-04-28 02:32:38.916902+00	1a11ac7f-4941-4fa5-a760-5acb69def893	product_search	v5.1.0.turn_v2	v2	""	""	ch
2026-04-28 02:32:36.677284+00	1a11ac7f-4941-4fa5-a760-5acb69def893	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Café molido 350 gr
2026-04-28 02:32:34.709921+00	97f59e91-d474-4789-9239-865f51a52b3e	product_search	v5.1.0.turn_v2	v2	""	""	me das un Chocolate en las rocas
2026-04-28 02:32:32.791221+00	97f59e91-d474-4789-9239-865f51a52b3e	product_search	v5.1.0.turn_v2	v2	""	""	olvida eso mejor quiero otra cosa
2026-04-28 02:32:30.339732+00	97f59e91-d474-4789-9239-865f51a52b3e	product_search	v5.1.0.turn_v2	v2	""	""	grande
2026-04-28 02:32:28.329689+00	97f59e91-d474-4789-9239-865f51a52b3e	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Sugar Free Latte
2026-04-28 02:32:26.242169+00	b4857c7f-9109-40c1-9e83-566bf3b59b02	product_search	v5.1.0.turn_v2	v2	""	""	ponme un Coca cola caliente
2026-04-28 02:32:24.293674+00	b4857c7f-9109-40c1-9e83-566bf3b59b02	product_search	v5.1.0.turn_v2	v2	""	""	ok ya no quiero nada de lo anterior te pedire algo nuevo
2026-04-28 02:32:21.283445+00	b4857c7f-9109-40c1-9e83-566bf3b59b02	product_search	v5.1.0.turn_v2	v2	""	""	chico
2026-04-28 02:32:19.405605+00	b4857c7f-9109-40c1-9e83-566bf3b59b02	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Matcha Rosa
2026-04-28 02:32:07.872158+00	6d1ebba1-c7d5-49e3-8a65-fc652764a1f0	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un TARO con leche de coco
2026-04-28 02:32:05.878344+00	7e57d5f3-3fdb-47cc-a840-44c2f10f2d6b	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Matcha Rosa en las rocas
2026-04-28 02:32:04.112876+00	469a75eb-1f61-40e6-afe3-49d8f702d271	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Matcha Sugar Free caliente
2026-04-28 02:32:01.258482+00	32f884c0-f056-44b9-9516-b13dc59ece61	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Café molido 350 gr chico
2026-04-28 02:31:59.221523+00	f955eb5d-fe3e-4d0f-98ad-2fec9351a3bb	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Brownie KALU grande
2026-04-28 02:31:57.490627+00	d9b44174-ff44-4daa-93ef-d49d3e6255c5	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Moka Blanco con leche de coco
2026-04-28 02:31:54.994774+00	eac2da3b-5b97-4e45-9e41-476311130092	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Dirty Chai en las rocas
2026-04-28 02:31:52.88788+00	7b267a5e-ad04-4703-b145-2efd368ee351	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Te Lavanda Manzanilla caliente
2026-04-28 02:31:51.052655+00	37e50ec8-7128-4f69-b85d-e23bebfbb793	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Lavanda Latte chico
2026-04-28 02:31:48.190567+00	ae29cab2-21f6-4f67-8169-cf425301a2e5	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Agua grande
2026-04-28 02:31:46.25069+00	a3e58985-50d2-428b-8961-5e17298630e0	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Agua mineral con leche de coco
2026-04-28 02:31:44.020265+00	74b22cb4-cc75-4003-a303-bf761e9cfa60	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Caramelo vainilla en las rocas
2026-04-28 02:31:40.888107+00	776fdd5f-0432-4091-bbac-a5ba61d25d04	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Matcha Salted Caramel caliente
2026-04-28 02:31:38.836415+00	576a8de3-fa64-4ee0-b747-886e41fc7023	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Matcha Blanco chico
2026-04-28 02:31:37.082918+00	3e364b67-4d1c-42a5-b474-12ed6c385450	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Brownie matcha grande
2026-04-28 02:31:34.52438+00	ede1e8f2-257b-415d-8df5-b0b99b4ed843	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Pumpkin Spice Latte con leche de coco
2026-04-28 02:31:32.574445+00	043b9089-90cd-465c-8314-b4a2d686f151	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Vainilla Latte en las rocas
2026-04-28 02:31:30.719655+00	9eca1947-9ed4-42a4-a382-208903d7306f	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Agua caliente
2026-04-28 02:31:28.140011+00	75a2a40a-4e2a-449c-a9a4-a5256baa1598	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Te Lavanda Manzanilla chico
2026-04-28 02:31:25.804731+00	b9d2fd49-1494-43f2-b797-f5f2db0e0b50	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un The coco club grande
2026-04-28 02:31:23.490279+00	c777d815-30b8-4618-80d8-21e195548a62	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Matcha Rosa con leche de coco
2026-04-28 02:31:20.690654+00	f9bc912b-9f3a-49cc-8eda-81e1a6b23df7	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Leche vegetal en las rocas
2026-04-28 02:31:18.62236+00	a5d1a3f0-e911-4f1a-b8f5-97586730fb82	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Onza de leche caliente
2026-04-28 02:31:16.478304+00	896cd06b-33d0-42ff-b13c-475b40d0c58b	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Agua mineral chico
2026-04-28 02:31:13.981428+00	9a2f66ae-6b09-4127-a36d-253acd8fe01b	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Matcha Rosa grande
2026-04-28 02:31:11.800224+00	3b8ee153-de11-4501-8f6e-286c218e82b7	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Matcha Agua con leche de coco
2026-04-28 02:31:09.85898+00	198ddae7-8a81-4487-9551-79a800f32e34	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Matcha Lavanda en las rocas
2026-04-28 02:31:06.402052+00	9312fe18-7123-410d-a92b-2e2b021ad705	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Matcha Lavanda caliente
2026-04-28 02:31:04.289345+00	6d65db31-f146-441e-9a06-94cc133ee55c	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Lavanda Latte chico
2026-04-28 02:31:02.056145+00	835cc139-f0ad-4fb9-8575-94a918ebe397	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Te Lavanda Manzanilla grande
2026-04-28 02:30:59.257895+00	ce56842e-b70d-4248-8f7c-ead0702b19a9	menu	v5.1.0.turn_v2	v2	""	search_menu	venden Dirty Chai?
2026-04-28 02:30:56.027558+00	cb8d22c0-870f-4663-9e1e-87d915b95fe1	menu	v5.1.0.turn_v2	v2	""	search_menu	me puedes decir si hay Café molido 350 gr?
2026-04-28 02:30:52.963378+00	80be6c6a-6695-41cd-a808-2ce65f48978a	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan Agua?
2026-04-28 02:30:49.563844+00	0346522d-41dc-4522-a964-9b5c3edf66f5	menu	v5.1.0.turn_v2	v2	""	search_menu	hay Te Lavanda Manzanilla?
2026-04-28 02:30:46.982248+00	ca957aa2-eb91-41e2-a495-9ee69816a891	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes Moka Blanco?
2026-04-28 02:30:43.580137+00	269e5a29-47c0-488c-b5e4-b28abc3b80b4	menu	v5.1.0.turn_v2	v2	""	search_menu	venden Matcha Rosa?
2026-04-28 02:30:39.43328+00	9e584c9c-ebeb-44c2-bc91-bb8ab281e075	menu	v5.1.0.turn_v2	v2	""	search_menu	me puedes decir si hay Latte Regular?
2026-04-28 02:30:36.791413+00	9c1b889e-3efc-4ea6-af15-e22d43674611	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan Sugar Free Latte?
2026-04-28 02:30:34.1342+00	d1ca30f7-2a9b-4ce9-bd4b-7a34feef077a	menu	v5.1.0.turn_v2	v2	""	search_menu	hay Mascabado Latte?
2026-04-28 02:30:30.756161+00	9f53d43b-9d7d-4bf2-bc9c-8f2332584cc9	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes Brownie KALU?
2026-04-28 02:30:28.421518+00	e8673006-2512-4015-aafd-442af818fd9f	menu	v5.1.0.turn_v2	v2	""	search_menu	venden Caramelo vainilla?
2026-04-28 02:30:25.349988+00	ddedded1-d035-453c-995b-ff530f5d06be	menu	v5.1.0.turn_v2	v2	""	search_menu	me puedes decir si hay Matcha Agua?
2026-04-28 02:30:20.687583+00	575e3309-7813-4ae7-aa72-82d69ce6ba97	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan Mascabado Latte?
2026-04-28 02:30:17.889017+00	e87fd29a-6277-4b87-9f6a-760e1594e9a2	menu	v5.1.0.turn_v2	v2	""	search_menu	hay Pumpkin Spice Latte?
2026-04-28 02:30:15.294199+00	3b74e53b-7db2-4dbf-a43a-ae496c545f89	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes Rosa Latte?
2026-04-28 02:30:11.894073+00	24c1ad90-d553-482e-b76d-660b9f4c4698	menu	v5.1.0.turn_v2	v2	""	search_menu	venden Matcha Blanco?
2026-04-28 02:30:08.917032+00	797a6192-9515-4de8-a5eb-b856fd963da3	menu	v5.1.0.turn_v2	v2	""	search_menu	me puedes decir si hay Matcha Vainilla?
2026-04-28 02:30:05.375113+00	4ef06754-98cb-4095-aa5b-729f72ea5fc4	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan Brownie matcha?
2026-04-28 02:30:00.294176+00	a150d764-98f2-44c5-9dc6-557e40d03427	menu	v5.1.0.turn_v2	v2	""	search_menu	hay Latte Regular?
2026-04-28 02:29:57.2772+00	56d710ff-eb31-4156-8b24-a47ba6adcada	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes Matcha Blanco?
2026-04-28 02:29:54.312322+00	90392d3c-20f9-4a34-ab2c-7a002855a710	menu	v5.1.0.turn_v2	v2	""	search_menu	venden Matcha Vainilla?
2026-04-28 02:29:50.402628+00	0988524e-4297-43c0-89d1-726b6efd0e4a	menu	v5.1.0.turn_v2	v2	""	search_menu	me puedes decir si hay Matcha Latte?
2026-04-28 02:29:47.489833+00	107a19da-4467-4091-b418-93ea7654b11f	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan Lavanda Latte?
2026-04-28 02:29:44.675334+00	1c02995b-c05f-41d4-9799-d98ba3c5f468	menu	v5.1.0.turn_v2	v2	""	search_menu	hay Latte Regular?
2026-04-28 02:29:41.516238+00	1bbc5602-1367-4706-9483-2d29b79dab76	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes Rosa Latte?
2026-04-28 02:29:38.886672+00	4714553d-9f50-47c2-a620-9489d7763e59	menu	v5.1.0.turn_v2	v2	""	search_menu	venden Vainilla Latte?
2026-04-28 02:29:35.72468+00	9928dbdf-e982-41ea-94d5-85079ecb11b7	menu	v5.1.0.turn_v2	v2	""	search_menu	me puedes decir si hay Café molido 350 gr?
2026-04-28 02:29:31.105165+00	b0a97e48-4802-4107-a97e-ebe85388d09e	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan DIRTY TARO?
2026-04-28 02:29:28.268888+00	8c846bc9-a32e-4d7f-b013-eef4c42d39e3	menu	v5.1.0.turn_v2	v2	""	search_menu	hay TARO?
2026-04-28 02:29:25.201311+00	18511248-46be-4955-b813-8b4723a90125	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes Café molido 350 gr?
2026-04-28 02:15:25.072712+00	04a47d28-4abd-4c70-8eb7-92351d8a5cc4	menu	v5.1.0.turn_v2	v2	""	search_menu	que cafes frios tienes?
2026-04-28 02:15:20.574323+00	acd9d56a-ca9b-4a3e-ac8b-1a2103d56451	product_search	v5.1.0.turn_v2	v2	""	get_business_info	donde estan ubicados?
2026-04-28 02:15:17.518071+00	57df9544-9ecb-4763-a6ee-edc34f957751	product_search	v5.1.0.turn_v2	v2	""	get_business_hours	a que hora cierran?
2026-04-28 02:15:12.967114+00	8316c6d3-5dcd-41bf-80e3-c120a3d82ab7	menu	v5.1.0.turn_v2	v2	""	search_menu	me das un TARO
2026-04-28 02:15:08.043304+00	65cd8bd2-c0de-4d1c-a21c-789e56db0bb8	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Lavanda Latte
2026-04-28 02:15:06.083871+00	d8047bc6-8441-467a-8eae-ee408b9d4763	product_search	v5.1.0.turn_v2	v2	""	""	olvida eso mejor quiero otra cosa
2026-04-28 02:15:03.757501+00	da5a4e27-6e9c-4ddd-b7e4-190c862b6ba2	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Agua mineral
2026-04-28 02:14:59.598614+00	3cf05863-f811-4eff-b2b8-b1ccd3029a23	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Matcha Rosa
2026-04-28 02:14:55.87763+00	1ac572d9-9c9c-430f-95f9-bb34d53e0899	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Matcha Agua
2026-04-28 02:14:53.537723+00	79b10c41-53e2-4f54-ab89-ebba54088cf4	product_search	v5.1.0.turn_v2	v2	""	""	olvida eso mejor quiero otra cosa
2026-04-28 02:14:51.934916+00	ca234f4b-02ac-4b94-b72b-ad6be6630671	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Extra pesto
2026-04-28 02:14:48.462115+00	6d92be3d-a19b-4978-9b11-fa1b59ed46af	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Extra Shot Espresso
2026-04-28 02:14:44.50481+00	554ee23a-920e-416b-8632-8d111b7847a3	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Vainilla Latte
2026-04-28 02:14:42.087454+00	b0357506-220f-4fa9-9455-63c536b4b8b9	product_search	v5.1.0.turn_v2	v2	""	""	olvida eso mejor quiero otra cosa
2026-04-28 02:14:40.5456+00	5bb3d565-0a6b-4f43-9cf3-d98fda971e02	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Matcha Rosa
2026-04-28 02:14:37.093407+00	698222c5-6af3-4d91-bbe3-3d2c48595db7	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Matcha Agua
2026-04-28 02:14:34.684133+00	8c8ba7dd-9569-4f2d-b95b-7c15a2ecf2b8	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Extra pesto
2026-04-28 02:14:31.044913+00	7f26eba2-56a7-4fcb-ac3a-39093f376bbc	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Extra Shot Espresso
2026-04-28 02:14:27.267322+00	47e8961a-5a6c-496a-826a-7e74b4751156	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Extra taro 15 gr
2026-04-28 02:14:22.849898+00	ea2b3fc7-c57c-4251-923e-4a44d65900c8	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Matcha Blanco
2026-04-28 02:14:18.13959+00	069d35d7-1e88-4fef-9efc-b6e0b440572c	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Matcha Vainilla
2026-04-28 02:14:13.553671+00	019e3cf6-02ab-4239-85c4-886f3595f0dd	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Extra chai 15 gr
2026-04-28 02:14:11.325354+00	a55f786f-a012-4a1c-b99a-1daf14c555dd	product_search	v5.1.0.turn_v2	v2	""	""	ch
2026-04-28 02:14:09.659256+00	3d33f0e8-d6c0-494b-9bdd-19a55e8349c8	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Extra scoop proteína ISOPURE
2026-04-28 02:14:05.891815+00	2453ff05-7478-4bd5-85af-4772551f0333	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Extra Foam
2026-04-28 02:14:01.356585+00	a86eeb8c-8f33-4823-bbfd-2879337f5773	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Matcha Salted Caramel
2026-04-28 02:13:57.536523+00	3196ffa8-2d3a-4c4e-86db-00fc65b4c055	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Matcha Blanco
2026-04-28 02:13:55.611226+00	8488cbf4-c66d-4348-9f37-a5c762b1c222	product_search	v5.1.0.turn_v2	v2	""	""	ch
2026-04-28 02:13:53.288973+00	7db8fdd6-25dc-4a84-92ad-5386b086bc42	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Extra Matcha 1.5 g
2026-04-28 02:13:49.880672+00	cbb2835a-0706-4cff-9e41-fcd0b74791ad	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Extra jamón
2026-04-28 02:13:46.206172+00	aa32e466-a238-47ed-bdb2-a1eb2bf4b9b3	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Extra pesto
2026-04-28 02:13:43.949502+00	9dba6461-8232-4a2d-88ba-f45d8c25c832	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Extra Jarabe (3 pumps) con leche de coco
2026-04-28 02:13:41.848561+00	364b10fd-1067-4edc-b5da-d4036a0a4900	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Extra salsa en las rocas
2026-04-28 02:13:39.787509+00	afdb3a42-8008-473d-b6dd-6047839b9685	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Extra chocolate 15 gr caliente
2026-04-28 02:13:37.514566+00	78d78183-b4cc-4fdf-a531-4836757ae87c	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un SHAKEN ESPRESSO chico
2026-04-28 02:13:35.578007+00	7ecda1eb-9431-4fba-836a-54fb3e2887b5	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Extra Shot Espresso grande
2026-04-28 02:13:32.82464+00	abd5ca3f-d3ce-43a4-9201-f6aa414bf4d9	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Matcha Sugar Free con leche de coco
2026-04-28 02:13:30.26477+00	0fe46b30-5892-4dea-8427-3e97f1654ad3	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Matcha Mascabado en las rocas
2026-04-28 02:13:28.298135+00	e676e207-536f-4f7d-900b-8eff2fab4542	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Matcha Pumpkin Spice Latte caliente
2026-04-28 02:13:26.2685+00	ea6ad814-8fca-4943-aad7-6db70a93783f	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Matcha Foam chico
